doy,year,NEE_gCm2day,NEE_unc_gCm2day,GPP_gCm2day,GPP_unc_gCm2day,Reco_gCm2day,Reco_unc_gCm2day,Evap_kgH2Om2day,Evap_unc_kgH2Om2day,Cwood_stock_gCm2,Cwood_stock_unc_gCm2,Croots_stock_gCm2,Croots_stock_unc_gCm2,Cfol_stock_gCm2,Cfol_stock_unc,LAI_m2m2,LAI_unc_m2m2,foliage_to_litter_gCm2day,foliage_to_litter_unc_gCm2day,foliage_to_litter_lag_tstep
147,2008,-4.300130629,0.642321821,10.50811371,1.273758746,6.141629893,1.000130734,1.801369494,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
154,2008,-7.250667779,0.607747256,13.59725156,1.176867675,6.448320308,1.000056563,2.740042336,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
161,2008,-7.493437158,0.66608253,13.87878102,1.323795679,5.978475837,1.010706292,3.074396939,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.83,1.01,-9999,-9999,-9999
168,2008,-10.00881274,0.669437615,15.66750807,1.454872593,4.337186395,1.006137603,2.793550643,0.352072915,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
175,2008,-8.639764122,0.762442693,13.13113785,1.478003476,4.85453554,1.003597756,3.195479414,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.62,0.95,-9999,-9999,-9999
182,2008,-9.167251346,0.777838973,14.37766974,1.6172207,4.035624546,1.000461103,3.016680183,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.2,0.44,-9999,-9999,-9999
189,2008,-8.314886488,0.671384968,13.53187751,1.328263715,4.8938656,1.001549812,3.235912121,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.9,1,-9999,-9999,-9999
196,2008,-8.066694489,0.673611486,12.6391486,1.418484992,4.266718954,1.00020143,2.200483262,0.490324191,-9999,-9999,-9999,-9999,-9999,-9999,4.8,0.97,-9999,-9999,-9999
203,2008,-8.180312438,0.639432298,11.81804831,1.252961127,3.411678786,1.000113076,2.157834035,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.72,1.15,-9999,-9999,-9999
210,2008,-6.98244,0.686998361,11.47007007,1.471823903,3.525608266,1.003511618,3.255027905,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4,1.91,-9999,-9999,-9999
217,2008,-5.083352105,0.700785449,9.338849295,1.571615086,3.677179968,1.000243795,2.520227721,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6,1.2,-9999,-9999,-9999
224,2008,-5.400716134,0.705725039,9.391173818,1.415900548,3.76310045,1.000244115,2.233971733,0.412075483,-9999,-9999,-9999,-9999,-9999,-9999,0.65,0.25,-9999,-9999,-9999
231,2008,-5.756394099,0.646886975,9.153154835,1.288114149,3.284932788,1.000140854,2.043127656,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.8,0.56,-9999,-9999,-9999
238,2008,-5.296867325,0.591255182,8.272846949,1.130849097,2.864391459,1.000011313,1.540497027,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.9,1.16,-9999,-9999,-9999
245,2008,-5.199023408,0.629470459,8.386945626,1.166793489,3.30649353,1.000092634,1.545523917,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.7,0.25,-9999,-9999,-9999
252,2008,-5.058745081,0.646886975,8.32559331,1.305751291,3.211482215,1.000140854,1.509970851,0.279365692,-9999,-9999,-9999,-9999,-9999,-9999,6.54,1.34,-9999,-9999,-9999
259,2008,-3.756189006,0.649746164,6.517597572,1.453850882,2.442029641,1.000125667,1.322785297,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.53,1.08,-9999,-9999,-9999
266,2008,-3.553514002,0.591255182,6.42764733,1.160758816,2.997570295,1.000011313,1.026558805,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.19,1.63,-9999,-9999,-9999
273,2008,-2.047533709,0.617620633,5.589625295,1.115820027,4.046381797,1.000077325,0.707100004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.32,1.08,-9999,-9999,-9999
280,2008,-1.027298104,0.611954787,3.548885577,1.35942407,2.384754317,1.000065369,0.369123204,0.214819604,-9999,-9999,-9999,-9999,-9999,-9999,4.79,0.97,-9999,-9999,-9999
287,2008,0.917352752,0.654711921,2.233924105,1.319782341,3.045423365,1.000158321,0.723963503,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.1,1.12,-9999,-9999,-9999
294,2008,2.026535687,0.591255182,0.709920773,1.549942882,2.620743226,1.000022625,0.480196613,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.11,0.25,-9999,-9999,-9999
301,2008,2.70262052,0.632702108,0.308841215,1.686819932,2.896271216,1.000088637,0.406778338,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.9,0.25,-9999,-9999,-9999
308,2008,2.846761855,0.760893686,0.257857584,1.347748625,2.732466884,1.000416436,0.199636063,0.299715983,-9999,-9999,-9999,-9999,-9999,-9999,0.85,0.25,-9999,-9999,-9999
315,2008,2.576946969,0.621327705,0.303873296,1.486573886,2.941686861,1.000085227,-0.052041645,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
322,2008,2.294129472,0.634257297,0.314643126,1.265493858,2.26345519,1.000113076,-0.063991579,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
329,2008,1.754211549,0.58565463,0.155717345,1.575080335,1.681186277,1.000011313,-0.089512985,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
336,2008,2.219859072,0.601849895,0.236086852,1.409161579,2.53222419,1.000033007,0.006664581,0.177568779,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
343,2008,2.511825514,0.651257843,0.192966428,1.298297822,2.59003915,1.000150591,-0.041826722,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
350,2008,2.390780631,0.686932857,0.322910897,1.26406095,2.512896375,1.000232537,0.037724026,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
357,2008,1.610204347,0.606545395,0.193224864,1.613390886,1.844165966,1.000054057,-0.172036944,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
366,2008,1.212801012,0.639521217,0.106898087,1.508020214,1.032471383,1.000124736,0.024719405,0.264234568,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,192.17,31.96,52
7,2009,1.119570891,0.612261302,0.13369479,1.406231216,1.057506792,1.000066013,0.039655882,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14,2009,2.269830213,0.74147716,-9999,2.116306013,0.861284083,1.003569908,-0.128299867,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
21,2009,1.471389351,0.588688341,0.198567843,1.44024481,1.162282754,1.001371132,-0.068417236,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28,2009,0.889557668,0.661840553,0.157622572,1.518792948,1.010578827,1.000174513,0.088655066,0.276316284,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35,2009,1.554706173,0.686957339,0.369796446,1.374651631,2.177788268,1.019873907,-0.107271083,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42,2009,1.393392705,0.630051945,0.312333072,1.523067816,1.616766418,1.000103946,0.072896344,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
49,2009,0.997261673,0.626609497,0.106895802,1.500859728,0.985704548,1.000096539,0.451856748,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.45,0.25,-9999,-9999,-9999
56,2009,1.007189642,0.61731678,0.153382688,1.470357772,1.025012316,1.000076681,0.290328781,0.232186613,-9999,-9999,-9999,-9999,-9999,-9999,0.8,0.25,-9999,-9999,-9999
63,2009,1.368122383,0.627903414,0.231483955,1.464300245,1.526127216,1.000087993,0.326430008,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
70,2009,1.4035497,0.591255182,0.116162116,1.572877697,1.423044505,1.000022625,0.346792498,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.4,0.25,-9999,-9999,-9999
77,2009,1.556925694,0.591255182,0.183985281,1.564093282,1.674412575,1.000022625,0.640344388,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1,0.25,-9999,-9999,-9999
84,2009,1.362501771,0.58,0.112446037,1.433960598,1.277679401,1,0.627737062,0.142310289,-9999,-9999,-9999,-9999,-9999,-9999,0.67,0.25,-9999,-9999,-9999
91,2009,1.633510267,0.591255182,0.277670158,1.531046877,1.844250706,1.000022625,0.765804454,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
98,2009,3.404382476,0.680147542,0.926780111,1.44987138,3.919718901,1.000205284,1.120669412,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.77,0.25,-9999,-9999,-9999
105,2009,3.20582453,0.602300076,1.979098748,1.4048431,5.068550549,1.00004525,1.416054768,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.08,0.25,-9999,-9999,-9999
112,2009,0.66247181,0.622933858,3.571175052,1.540124019,3.908375804,1.000088637,1.429517833,0.245420678,-9999,-9999,-9999,-9999,-9999,-9999,1.32,0.27,-9999,-9999,-9999
119,2009,-1.039409352,0.639498901,5.666616964,1.355566517,4.506813826,1.003328765,1.750446527,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.27,0.48,-9999,-9999,-9999
126,2009,-1.709839719,0.72829112,6.435379821,1.472318086,4.762812025,1.001686392,1.508050193,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.38,0.89,-9999,-9999,-9999
133,2009,-3.058369217,0.68776337,8.326708006,1.32670119,5.288402311,1.000212857,2.065348971,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.95,1.26,-9999,-9999,-9999
140,2009,-3.754995473,0.713924681,9.937208608,1.557909656,5.863809449,1.000297383,2.464114596,0.401010486,-9999,-9999,-9999,-9999,-9999,-9999,5.94,1.28,-9999,-9999,-9999
147,2009,-5.287833483,0.659870711,11.40932289,1.369633802,5.96166934,1.000169952,2.659515127,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.5,0.3,-9999,-9999,-9999
154,2009,-6.599999833,0.670024393,11.05496314,1.321868217,3.981632498,1.000183078,2.462054247,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.5,1.3,-9999,-9999,-9999
161,2009,-7.393428321,0.682112124,10.89922411,1.419261806,3.075007599,1.000221175,1.82518697,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.57,1.12,-9999,-9999,-9999
168,2009,-7.268175928,0.645560231,11.3469491,1.388865791,3.606780814,1.001491521,2.209243895,0.376453828,-9999,-9999,-9999,-9999,-9999,-9999,1.1,0.25,-9999,-9999,-9999
175,2009,-7.436545967,0.671070275,12.65090533,1.476068605,4.651998976,1.000180332,2.396940729,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
182,2009,-4.504981516,0.734865994,11.26268829,1.4875494,6.96627987,1.000349619,1.997491699,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
189,2009,-7.648962415,0.720526141,13.61143536,1.436937365,5.677007802,1.001666588,2.86277025,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.33,1.28,-9999,-9999,-9999
196,2009,-7.756596979,0.695288253,12.79016876,1.403720075,4.670325891,1.000252466,2.639934923,0.445192464,-9999,-9999,-9999,-9999,-9999,-9999,2.83,1.23,-9999,-9999,-9999
203,2009,-7.289477792,0.632708789,12.34152805,1.288556039,4.736866211,1.000098426,2.952337975,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.82,1.82,-9999,-9999,-9999
210,2009,-7.988714242,0.622933858,12.96841983,1.147377957,4.818628929,1.000066944,3.554503565,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.37,1.24,-9999,-9999,-9999
217,2009,-10.69374422,0.722110254,15.96089847,1.514643806,5.448229543,1.046701946,4.277780105,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.19,1.06,-9999,-9999,-9999
224,2009,-5.772802052,0.635300648,10.47885075,1.347660128,3.819935303,1.010638256,1.900498376,0.377484356,-9999,-9999,-9999,-9999,-9999,-9999,5.57,1.48,-9999,-9999,-9999
231,2009,-7.61027711,0.808171832,12.0878202,1.60289369,4.328238406,1.000457532,3.463600642,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
238,2009,-4.330608764,0.752588989,10.46609845,1.477399122,4.667151763,1.00359819,2.791836501,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.8,1.25,-9999,-9999,-9999
245,2009,-6.694924392,0.614243925,10.18360886,1.187885821,3.471221057,1.003274541,2.820178951,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.86,1.03,-9999,-9999,-9999
252,2009,-4.901821223,0.682118322,8.448222977,1.357988263,3.640283296,1.000178489,1.959388794,0.475883221,-9999,-9999,-9999,-9999,-9999,-9999,4.71,0.98,-9999,-9999,-9999
259,2009,-1.781163018,0.634834399,5.172927021,1.258105532,3.36268211,1.000114326,0.833282637,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.54,0.92,-9999,-9999,-9999
266,2009,-3.735378986,0.687732456,7.198392958,1.345406436,3.531010262,1.000234379,1.661008969,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.73,0.96,-9999,-9999,-9999
273,2009,-2.50943782,0.685776993,5.368644291,1.314855584,2.944338187,1.000229842,0.808418539,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.49,0.94,-9999,-9999,-9999
280,2009,-1.382937771,0.622632598,3.964328707,1.182343211,2.605547621,1.000087993,0.341889257,0.301620574,-9999,-9999,-9999,-9999,-9999,-9999,3.86,0.98,-9999,-9999,-9999
287,2009,-1.013319329,0.58565463,3.197524456,1.114947873,2.161401155,1.000011313,0.367594706,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
294,2009,-0.065716522,0.601849895,1.885122695,1.307190385,1.665313106,1.000022625,0.33640338,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.78,0.25,-9999,-9999,-9999
301,2009,1.315581307,0.591255182,1.209646564,1.422656606,2.439559082,1.000022625,0.290437058,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.59,0.36,-9999,-9999,-9999
308,2009,2.391143195,0.639432298,0.519914737,1.387860952,2.744829214,1.000113076,0.329189807,0.161889951,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
315,2009,2.483279362,0.58,0.207531417,1.567803669,2.480020663,1,0.079936885,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.43,0.25,-9999,-9999,-9999
322,2009,2.492615901,0.58,0.164299457,1.600944467,2.520876477,1,-0.134967544,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.39,0.25,-9999,-9999,-9999
329,2009,2.495425968,0.58,0.156580974,1.609312222,2.514188777,1,-0.082575974,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
336,2009,2.006316093,0.58,0.11818666,1.586404637,2.019631875,1,-0.210701158,0.008707695,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
343,2009,1.8650138,0.58565463,0.154607956,1.547574585,1.960215168,1.000011313,-0.021470207,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
350,2009,1.582613512,0.58565463,0.11032085,1.282393933,1.62049103,1.000011313,-0.005677241,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
357,2009,1.389437756,0.690015636,0.124075269,1.501072441,0.876412961,1.000239871,0.017309084,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
365,2009,1.486384065,0.687546407,0.105900557,2.180984734,1.224656155,1.01080431,-0.109890969,0.227624849,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,181.6,37.89,52
7,2010,-9999,0.911057024,-9999,2.116306013,-9999,1.147121965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14,2010,-9999,0.911057024,-9999,2.116306013,-9999,1.147121965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
21,2010,-9999,0.911057024,-9999,2.116306013,-9999,1.147121965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28,2010,-9999,0.911057024,0.092842783,1.419930488,1.196896642,1.010606233,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35,2010,-9999,0.911057024,0.148617161,1.386594567,1.160480866,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42,2010,-9999,0.911057024,-9999,2.116306013,0.940706299,1.005986033,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
49,2010,-9999,0.911057024,0.111999946,1.514057034,1.214098836,1.019837651,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
56,2010,-9999,0.911057024,0.170099138,1.562357528,1.179064973,1.000011313,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.38,0.25,-9999,-9999,-9999
63,2010,-9999,0.911057024,0.155601529,1.707242752,1.215074241,1.000055632,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
70,2010,-9999,0.911057024,-9999,2.116306013,1.253303709,1.000131378,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.53,0.25,-9999,-9999,-9999
77,2010,-9999,0.911057024,0.219543097,1.413183725,1.079519173,1.005974787,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
84,2010,-9999,0.911057024,-9999,2.116306013,-9999,1.147121965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.53,0.25,-9999,-9999,-9999
91,2010,-9999,0.911057024,-9999,2.116306013,-9999,1.147121965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
98,2010,-9999,0.911057024,-9999,2.116306013,-9999,1.147121965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.1,0.25,-9999,-9999,-9999
105,2010,-9999,0.911057024,-9999,2.116306013,-9999,1.147121965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.97,0.25,-9999,-9999,-9999
112,2010,0.632954718,0.760472111,1.36339176,1.481711528,1.910077967,1.001768509,0.824246859,0.286410066,-9999,-9999,-9999,-9999,-9999,-9999,1.2,0.25,-9999,-9999,-9999
119,2010,1.330705658,0.657413848,2.276326921,1.508509301,3.548219142,1.000164432,0.946132019,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.2,0.25,-9999,-9999,-9999
126,2010,1.779480901,0.604802375,3.035641439,1.367726208,4.695228255,1.000136048,0.940902583,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.28,0.26,-9999,-9999,-9999
133,2010,1.467689844,0.652917439,3.281540289,1.45618276,4.493917966,1.000154345,1.001755458,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.1,0.25,-9999,-9999,-9999
140,2010,0.097549951,0.614159114,3.575050316,1.303925857,3.638626311,1.00007001,1.073203189,0.252857846,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
147,2010,-2.424262456,0.602300076,7.805208417,1.247343404,5.105194611,1.00004525,2.114437008,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
154,2010,-2.921814373,0.632998576,7.287240228,1.369221924,4.065546328,1.000110329,1.768853181,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.44,1.15,-9999,-9999,-9999
161,2010,-5.333909543,0.69414165,11.22824549,1.364887003,6.30736609,1.000249594,2.714771097,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
168,2010,-8.140218266,0.710262801,12.34136749,1.580848741,3.628961207,1.000288424,2.371675718,0.36910246,-9999,-9999,-9999,-9999,-9999,-9999,2.8,2.32,-9999,-9999,-9999
175,2010,-7.364156714,0.681119018,11.44823931,1.497089273,3.718561296,1.000218967,2.196805322,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.57,0.93,-9999,-9999,-9999
182,2010,-8.27373673,0.747196543,13.3960929,1.435894401,4.816244503,1.006325844,3.529500397,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.5,0.91,-9999,-9999,-9999
189,2010,-9.505309804,0.764042703,14.09029067,1.481711528,4.887274864,1.003627827,3.506514534,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
196,2010,-5.966550729,0.739193282,11.47891979,1.500659333,4.898213811,1.006305429,2.670714207,0.499363118,-9999,-9999,-9999,-9999,-9999,-9999,4.49,0.91,-9999,-9999,-9999
203,2010,-5.437900501,0.734760546,10.76449086,1.485615137,5.261060197,1.003552726,2.846864036,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.57,1.81,-9999,-9999,-9999
210,2010,-10.31374307,0.719956698,14.29529657,1.4334874,4.425960238,1.010833308,2.541598401,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.8,1.16,-9999,-9999,-9999
217,2010,-7.652274355,0.639498901,11.24477648,1.203739195,4.2825154,1.003328765,1.760329591,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.2,0.84,-9999,-9999,-9999
224,2010,-5.587039822,0.657819579,10.06246757,1.417603763,4.102912763,1.000165311,1.697145636,0.395107065,-9999,-9999,-9999,-9999,-9999,-9999,5.6,1.12,-9999,-9999,-9999
231,2010,-3.60513372,0.622632598,7.6963064,1.232156269,3.738605665,1.000087993,1.178411673,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.4,1.51,-9999,-9999,-9999
238,2010,-4.612769351,0.622933858,7.149850055,1.30534311,2.414030611,1.000088637,1.799827234,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.23,1.07,-9999,-9999,-9999
245,2010,-4.623869093,0.617620633,7.364376073,1.147377957,2.755671526,1.000077325,1.20585934,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.93,1.79,-9999,-9999,-9999
252,2010,-4.31305285,0.632708789,7.083435095,1.368148789,2.708705839,1.000109738,1.431863411,0.254547932,-9999,-9999,-9999,-9999,-9999,-9999,4.12,1.51,-9999,-9999,-9999
259,2010,-4.443218758,0.652381501,7.533540249,1.363005903,2.862830839,1.000153121,1.345204011,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.43,1.11,-9999,-9999,-9999
266,2010,-3.700917913,0.75304201,6.927067671,1.524565629,3.366332704,1.000396162,1.244272576,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.74,1.07,-9999,-9999,-9999
273,2010,-0.80036704,0.660610176,3.845179861,1.154494626,3.066071599,1.000171796,0.286802508,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.57,0.94,-9999,-9999,-9999
280,2010,-1.499895147,0.695679406,4.662736801,1.373789931,3.243104091,1.000253271,0.64075494,0.359050849,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
287,2010,-0.412185405,0.7430079,2.533389297,1.477235166,2.115484899,1.000265536,0.801705053,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.06,1.2,-9999,-9999,-9999
294,2010,-9999,0.911057024,0.852402228,1.480133673,2.067741071,1.000324734,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.18,0.5,-9999,-9999,-9999
301,2010,-9999,0.911057024,0.89914977,1.446736905,2.241304224,1.006256546,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.36,0.29,-9999,-9999,-9999
308,2010,-9999,0.911057024,0.422964597,1.291978747,3.852740986,1.01071355,-9999,0.275968267,-9999,-9999,-9999,-9999,-9999,-9999,0.97,0.26,-9999,-9999,-9999
315,2010,-9999,0.911057024,0.184557642,1.615503965,2.623186616,1.000102695,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
322,2010,-9999,0.911057024,0.12169855,1.534000821,2.546620465,1.000091383,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.2,0.25,-9999,-9999,-9999
329,2010,-9999,0.911057024,0.163309771,1.620714286,1.594890782,1.000130734,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.48,0.25,-9999,-9999,-9999
336,2010,-9999,0.911057024,0.045230105,1.403814713,1.034026424,1.003317489,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
343,2010,-9999,0.911057024,-9999,2.116306013,1.312284717,1.003310178,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
350,2010,-9999,0.911057024,0.063355431,1.400971575,0.775353353,1.000033938,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
357,2010,-9999,0.911057024,-9999,2.116306013,0.518275175,1.000185772,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
365,2010,-9999,1.591836616,-9999,3.889264815,0.483624443,1.147150739,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,185.92,44.32,52
7,2011,1.67483424,0.641479284,0.13353435,1.506531778,1.046369539,1.003333047,-0.222454977,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14,2011,1.70974802,0.636202276,0.128063368,1.395057132,1.669906056,1.001470999,-0.463879662,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
21,2011,1.686365105,0.58565463,0.179793451,1.349334281,1.943260354,1.000011313,-0.060502213,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28,2011,1.401843083,0.624799254,0.170483847,1.529326722,1.552763164,1.000092634,0.150742588,0.205680833,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35,2011,1.153713191,0.626309605,0.096325612,1.497228672,0.952966377,1.003300149,-0.114001583,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42,2011,1.447881977,0.58,0.089148533,1.575849842,1.227946886,1,0.291691062,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.57,0.25,-9999,-9999,-9999
49,2011,1.366403606,0.639432298,0.082342361,1.405157759,1.069131313,1.000124387,0.080354833,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.62,0.25,-9999,-9999,-9999
56,2011,0.93176934,0.734353392,0.522923315,1.514432998,0.956544857,1.00170161,0.165609762,0.263593682,23007.3,4601.46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
63,2011,1.358195435,0.644422283,0.278639783,1.405788587,1.185937627,1.000135375,0.234760098,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.55,0.25,-9999,-9999,-9999
