"","date","year","month","week","doy","gpp_z_scores","temp_z_scores","sm1_z_scores","sm2_z_scores","sm3_z_scores","vpd_z_scores","swr_z_scores"
"473","2018-01-31",2018,"Feb",5,35,1.1135662704628,0.281905341156158,0.898859005583301,1.51558682584602,-1.0815267109714,-0.0534815514383691,-0.147109966953716
"474","2018-02-07",2018,"Feb",6,42,0.901547669232718,-0.850211670701657,0.610264782318788,1.16591152376733,0.00019930171695254,-0.932993027060134,-0.257722492308644
"475","2018-02-14",2018,"Feb",7,49,0.971859993481458,-0.292696603512942,0.541213694943955,1.23339891251482,0.199651387705605,0.106541529080846,0.878728398402813
"476","2018-02-21",2018,"Feb",8,56,0.956936037505015,-1.32392745754624,0.584317376917532,1.46794566945753,0.39468545824677,0.0156790462527439,1.87876932636383
"477","2018-02-28",2018,"Mar",9,63,0.350814788055404,-2.23500341266926,-0.860097245485517,-0.549682387512836,0.0829872250800041,-0.611926077518356,0.901871015790627
"478","2018-03-07",2018,"Mar",10,70,1.48782914430047,0.953116123741336,0.067736235448573,0.73813909547184,0.557576242072829,0.357826835084567,0.509222222633797
"479","2018-03-14",2018,"Mar",11,77,0.755963877160891,-1.01348811959673,0.692184125321557,1.54821062352038,0.843325248368358,-1.35759217010833,-1.08635369813838
"480","2018-03-21",2018,"Mar",12,84,1.00094398944159,-1.12557860310429,0.541847549543861,1.60897074860097,0.491914848314349,-0.55533294377286,0.232716109504814
"481","2018-03-28",2018,"Apr",13,91,0.607587360480188,-0.66240284540843,0.732686212824774,1.76183703197268,0.752079863493472,-0.852007834998643,-1.14472101125761
"482","2018-04-04",2018,"Apr",14,98,1.55767493506942,1.01480381718187,0.837683272762404,2.06654407539498,1.02794717484858,1.76664809477625,1.16182340800582
"483","2018-04-11",2018,"Apr",15,105,1.32890400532319,1.48840424590953,0.53642558274565,1.46765582302736,0.852451825207217,0.933431339530114,0.202094103525518
"484","2018-04-18",2018,"Apr",16,112,1.54459976524445,2.33452804650816,0.227237433446581,0.848653576933047,1.0933212245426,2.21614568455263,0.857150657678564
"485","2018-04-25",2018,"Apr",17,119,1.73785775185495,0.563279824321433,-0.498700706236612,-0.464218452079784,0.191435008548138,0.674917119655072,0.439737776646186
"486","2018-05-02",2018,"May",18,126,1.53105905403516,0.0272758608914113,-1.33567967993027,-1.10899046210854,-0.426103026048616,0.759989006950547,0.974931626659677
"487","2018-05-09",2018,"May",19,133,1.16762344672441,1.28488690404098,-2.00855574293886,-1.60727075444899,-1.11033826417427,0.883159526661517,0.98551462313546
"488","2018-05-16",2018,"May",20,140,1.54067822633864,0.393324951682368,-1.51660730359262,-1.12004889858849,-1.66332510894911,0.314570568336805,0.696120890581147
"489","2018-05-23",2018,"May",21,147,1.28471324646801,0.999954756719734,-1.64338776291527,-0.90608237614813,-1.87120589138475,1.02269155984641,0.51854408898517
"490","2018-05-30",2018,"Jun",22,154,0.70525656862278,1.53995664660056,-1.53887684663703,-0.72959954766163,-1.89798295982179,0.468804549431314,0.31667937176476
"491","2018-06-06",2018,"Jun",23,161,0.806852144225398,1.27617044261624,-1.89626887770819,-1.10959286330753,-2.102814208301,1.19661152315985,1.00438634704415
"492","2018-06-13",2018,"Jun",24,168,-0.335945324074205,-0.248071487922121,-2.00446019074356,-0.915490090070135,-2.64666491005747,0.486939530860441,-0.778423383812671
"493","2018-06-20",2018,"Jun",25,175,-0.472380646224521,-0.483483412836073,-1.94788813833085,-0.953523176845008,-2.96378083458914,-0.0967793789577324,-0.75060641537798
"494","2018-06-27",2018,"Jul",26,182,0.425932199777087,0.273910485664163,-1.87978601286079,-0.903502025073639,-2.73512718012987,0.829771237995211,1.24913052360353
"495","2018-07-04",2018,"Jul",27,189,-1.59351718082184,0.917774974275625,-1.61168291942095,-1.06443985212047,-2.19916384803902,1.75689967490347,1.90135193696752
"496","2018-07-11",2018,"Jul",28,196,-1.97850683291406,0.362063459592617,-1.36870854162534,-0.90607880286996,-2.09948713901369,0.486182187478699,0.980367659286429
"497","2018-07-18",2018,"Jul",29,203,-2.68430157161868,0.777374113728021,-1.26129804554013,-0.884302279562474,-1.95088697157894,1.16787785163774,0.940503208587187
"498","2018-07-25",2018,"Jul",30,210,-2.8138912192694,1.71709642983971,-1.2623053782612,-0.877040909724705,-1.74103377633712,2.15550169293661,1.47336343245455
"499","2018-08-01",2018,"Aug",31,217,-2.73761792108793,2.31854034787729,-1.28112594423738,-0.758340266245212,-1.78487512509539,2.42335587794736,1.28750703160396
"500","2018-08-08",2018,"Aug",32,224,-2.26074825492578,1.27408348985981,-1.3279728714054,-0.758450990792302,-1.87224866172641,1.51535192941188,1.36151832336629
"501","2018-08-15",2018,"Aug",33,231,-2.04799958431946,1.40213518785002,-1.24685686732176,-0.745020470751982,-1.94484781196654,1.73262060162925,0.316710092565845
"502","2018-08-22",2018,"Aug",34,238,-2.28672363983073,0.169138770602626,-1.36410113811065,-0.846728558152961,-1.95215911504144,0.860211941661499,-0.553934493374294
"503","2018-08-29",2018,"Sep",35,245,-2.00920826435458,-0.202960760832962,-1.37298184966894,-0.922529773219256,-1.88040245228038,0.202800329046915,-0.252800335897873
"504","2018-09-05",2018,"Sep",36,252,-1.78196079900579,0.816509232907843,-1.27348283410612,-0.658942133779208,-1.74599344047729,0.646648192520744,0.216042449664423
"505","2018-09-12",2018,"Sep",37,259,-1.87836931591002,0.77961209064926,-1.16992573512683,-0.766780455131728,-1.81681238319589,0.947129879361918,0.429752939780506
"506","2018-09-19",2018,"Sep",38,266,-1.82267566267236,1.6670685048959,-1.09277222547648,-0.725690401076727,-1.64282900288543,2.03261636827339,0.346357579055732
"507","2018-09-26",2018,"Sep",39,273,0.468894777585696,-0.158796294306408,-1.09873062627106,-0.814897332076474,-1.25750030168269,1.69658084830931,1.50312824623656
"508","2018-10-03",2018,"Oct",40,280,-0.0649925178246677,0.270724781818483,-1.30762344201026,-0.947754683708776,-1.4696540255209,1.25225842888102,0.0530093583894794
"509","2018-10-10",2018,"Oct",41,287,1.55965262733676,2.2681690478803,-1.43421243535713,-1.07388331176693,-1.88243988532498,3.53013596771876,2.03481843562271
"510","2018-10-17",2018,"Oct",42,294,1.05727788318665,1.37372097868614,-1.47989917661806,-1.13206013312115,-2.01015203970339,2.37045237947198,1.05174878793302
"511","2018-10-24",2018,"Oct",43,301,-1.50869998826632,-0.598052831741879,-1.53525636599429,-1.27089461641222,-1.74725366682334,-0.416853135200831,-1.64717243070935
"512","2018-10-31",2018,"Nov",44,308,0.334279489110663,-0.710642132703392,-1.6908003075202,-1.42633250474447,-1.92561767302875,-0.0679318684136265,-0.245358410266156
"513","2018-11-07",2018,"Nov",45,315,1.33540339256212,1.78721093112025,-2.0733338436974,-1.82376660122532,-2.00995758406777,1.42409082540495,1.28752035451186
"514","2018-11-14",2018,"Nov",46,322,1.57591785628308,0.207524381262021,-2.38984591095869,-2.08980128601529,-2.13717309834145,0.378828192934882,1.51274640463367
"515","2018-11-21",2018,"Nov",47,329,0.196585080579546,-1.43590451891003,-2.62276184256085,-2.08982793459987,-2.67793517965584,-1.09924856658128,-1.29558629118626
"516","2018-11-28",2018,"Dec",48,336,0.533191489970788,0.102662213152851,-2.59873364525291,-1.89390462299939,-2.12550188856383,0.415674274521609,-0.502186710298235
"517","2018-12-05",2018,"Dec",49,343,0.575032712633499,1.23822943975687,-2.60754388634443,-1.75026969549677,-1.50550110722971,0.270406663283439,-0.194203042406712
"518","2018-12-12",2018,"Dec",50,350,0.562668531519274,-0.740418684767873,-2.79868991413422,-1.47212939888231,-0.837696715321192,-0.0751075127210139,-0.599372730527779
"519","2018-12-19",2018,"Dec",51,357,0.233379902413503,0.748587285327624,-2.92972240763509,-1.27445760179164,-0.665678155221111,0.355825027693323,-0.674538414234367
"520","2018-12-26",2018,"Dec",53,365,0.651704831504514,0.223664656381721,-2.80010264875373,-1.41558757290631,-1.03391478990953,-0.322525601244022,0.391613194218799
"521","2019-01-02",2019,"Jan",1,7,1.13298757445156,0.336950638147051,-1.97488914446576,-1.25999037524175,-2.03059109302923,0.407582847999271,0.335950775711021
"522","2019-01-09",2019,"Jan",2,14,0.527280634541664,0.0569775018683462,-1.57557978951727,-0.436946582432344,-1.38094950073425,-0.437435593000963,-1.23634284523159
"523","2019-01-16",2019,"Jan",3,21,1.29231500327416,-0.367484049925103,-2.00067652545629,0.29708508681136,-1.70644957928575,0.740958663999329,1.49484582497276
"524","2019-01-23",2019,"Jan",4,28,0.783206603393535,-0.556632892663216,-2.25397483889891,0.174993709383269,-1.92092502701239,-0.683187493561026,-0.545455335402687
"525","2019-01-30",2019,"Feb",5,35,1.42101892460006,-0.263338463618561,-1.39648936026261,0.552822275655544,-2.14998228843674,-0.149265348760187,0.381151674545413
"526","2019-02-06",2019,"Feb",6,42,1.01164144268733,0.287508636819452,-0.852991186955742,0.60609348963849,-2.19425027747197,0.208071389458947,-0.254095278614905
"527","2019-02-13",2019,"Feb",7,49,1.74836931600674,2.10092158843245,-0.966181477924592,0.528526406538005,-2.43724870046984,3.70295793107619,2.7110217892248
"528","2019-02-20",2019,"Feb",8,56,1.59839076802888,1.53068829080843,-1.73836114587555,0.421475996852094,-2.52565691768645,3.37196826749621,1.60172843100745
"529","2019-02-27",2019,"Mar",9,63,1.28372463786934,1.67087986052814,-1.58277945814698,0.490146362833845,-1.88404412382082,3.09086780470487,0.265230619922304
"530","2019-03-06",2019,"Mar",10,70,0.67420808356192,0.67629706551481,-1.56587467058321,0.800774540479738,-1.42731776879168,0.635774214630627,-1.0492796912132
"531","2019-03-13",2019,"Mar",11,77,0.476557161331397,0.103395010059807,-1.54577816417967,1.07006331654453,-1.77470286886002,-0.226812291583947,-1.48155316683277
"532","2019-03-20",2019,"Mar",12,84,1.47682379395077,0.799449373177547,-2.03597892881985,0.631629100796006,-2.02703092032749,1.27291366206595,1.11336627954104
"533","2019-03-27",2019,"Apr",13,91,1.13711274060713,0.342560312773902,-1.921136842383,0.301281478875736,-1.99966661933227,0.451232909675181,0.326316195845387
"534","2019-04-03",2019,"Apr",14,98,0.712097104790559,0.562096131700273,-1.8793067143962,0.53659338784324,-1.99571160386046,0.0936720855194888,-0.603705268007911
"535","2019-04-10",2019,"Apr",15,105,0.0140662881044776,-1.40247332686104,-1.89517470203306,0.35660390130517,-1.72131132809936,-0.852462015092246,-0.450391374360192
"536","2019-04-17",2019,"Apr",16,112,1.14417540351991,1.11520758557605,-2.05082629525661,0.100503565657085,-1.91063313019695,1.53817461799789,1.95816296936491
"537","2019-04-24",2019,"Apr",17,119,-0.103944609747641,0.377214763501318,-1.81072489944164,-0.134337280890303,-1.95921578415652,-0.197495245176532,0.224706677013894
"538","2019-05-01",2019,"May",18,126,-0.833243214517356,-1.50214983035717,-1.16428219957449,0.708279244735956,-1.24802163056425,-0.573674357673191,0.182447442543049
"539","2019-05-08",2019,"May",19,133,-1.55725824116163,-1.33922065216839,-0.705022489582365,0.959808729699352,-0.273778455384588,-0.729281859517282,-0.444200934289557
"540","2019-05-15",2019,"May",20,140,-1.93060023921503,-0.726698951061047,-0.74359072207947,0.860760285465343,-0.278864299383119,-0.367243834907998,-0.499155250591586
"541","2019-05-22",2019,"May",21,147,-1.07027995910874,-0.0924118983624182,-0.393544315493663,0.971229624309261,0.0955552506534797,-0.0397237124730848,-0.137854701647893
"542","2019-05-29",2019,"Jun",22,154,-1.46249258527868,0.983515561297757,-0.416781008178297,0.881550981628362,-0.408100892064716,1.32003992861228,0.812468378933009
"543","2019-06-05",2019,"Jun",23,161,-0.587833783062423,0.790777126509615,-1.38781634271559,-0.0995658440737406,-1.070466470455,0.984520710592507,0.342840419999199
"544","2019-06-12",2019,"Jun",24,168,-1.20431786856208,0.962206583512603,-0.397844500684255,1.16428324466468,-0.283257832729054,0.667655592469479,-0.335331804944293
"545","2019-06-19",2019,"Jun",25,175,-0.506705287561347,1.41407871794622,-0.318676988125778,1.12536255210092,-0.699779693250066,1.50043555811559,1.68387684798686
"546","2019-06-26",2019,"Jul",26,182,-1.32943963144487,2.30162605899694,-1.05398935240699,-0.0230378753048508,-1.68528923937796,2.97218711659773,1.95619353569628
"547","2019-07-03",2019,"Jul",27,189,-0.467326466687895,-0.611418968388009,-1.36288863716265,-0.763058378728264,-2.04036626692663,0.414230633933503,0.393787792322765
"548","2019-07-10",2019,"Jul",28,196,-0.975690002279926,-0.974869509427565,-1.06119163398163,-0.756967445031874,-1.29534912850038,-0.893134340670593,-1.13870661462429
"549","2019-07-17",2019,"Jul",29,203,-0.380974319087831,-0.0646755753488845,-0.864149552242274,-0.614193547192667,-0.877758261116698,-0.0281559935105498,-0.505003765067608
"550","2019-07-24",2019,"Jul",30,210,-0.328930875472437,1.60784131897301,-0.99512837031036,-0.618755699187664,-1.33427978374322,2.01036375438625,1.26070414913091
"551","2019-07-31",2019,"Aug",31,217,-0.285934997410517,0.240075870065641,-1.02675647982777,-0.449030130776656,-1.60400834710008,0.130447178514859,0.0239074982299881
"552","2019-08-07",2019,"Aug",32,224,0.132340116857238,0.250169788253061,-0.845535523751026,-0.358420962721327,-1.5385126148247,-0.033956123729274,0.0203679144459603
"553","2019-08-14",2019,"Aug",33,231,-0.0687684107246621,-0.48626794175974,-0.966611772452294,-0.324366119007449,-1.66998825391338,-0.0894540203855402,0.0603557487507436
"554","2019-08-21",2019,"Aug",34,238,0.113937101203784,1.08850249156841,-1.10970564587419,-0.318071643275118,-1.78056837206496,1.86069250762495,1.88015191654621
"555","2019-08-28",2019,"Sep",35,245,-0.330531216568197,2.00329595872987,-1.17106698560189,-0.34485450395685,-1.73525343946855,1.95224564767,0.832252661036486
"556","2019-09-04",2019,"Sep",36,252,-0.342699616657062,-0.316198658476547,-1.34879477248244,-0.349600575302063,-1.94327624583039,0.490858027644197,0.374395537689322
"557","2019-09-11",2019,"Sep",37,259,-0.0759751419577788,0.376371667740024,-1.27513680455124,-0.531514540870169,-2.03588552380569,0.438233512844225,0.711432045480827
"558","2019-09-18",2019,"Sep",38,266,-0.169178161573822,0.0355364083896759,-1.22098992180629,-0.555233209952398,-1.89105200208565,0.507061552418957,0.479655044792992
"559","2019-09-25",2019,"Sep",39,273,-1.31281132588457,0.368432508924392,-1.16939611200592,-0.666284725824001,-2.02653473350394,-0.317689922070792,-0.937405249429101
"560","2019-10-02",2019,"Oct",40,280,-1.58311952839828,-1.35535692133831,-0.90752518125348,-0.500951495747935,-1.46850231060651,-0.786812439351803,-0.902751123601077
"561","2019-10-09",2019,"Oct",41,287,-0.578976547688689,1.06088545751713,-0.744686401221902,-0.429907467890024,-1.18325668416311,1.2188618920746,-0.245557544508594
"562","2019-10-16",2019,"Oct",42,294,-0.160224927043833,1.29848961232896,-0.565840963667409,-0.460958732200234,-1.00348504762564,1.00668896194569,-0.19316266529119
"563","2019-10-23",2019,"Oct",43,301,0.751535918467043,0.698041510208842,-0.895724621665229,-0.837492378873368,-1.08944247320577,0.27200158760576,0.454823739222683
"564","2019-10-30",2019,"Nov",44,308,0.301445181623798,-0.602230712086966,-1.02874047498912,-1.15518466274815,-1.36966106746737,-0.618727186282724,0.377253382655045
"565","2019-11-06",2019,"Nov",45,315,0.113340325465989,-0.398941060511846,-0.632513259501481,-0.88444951398384,-1.14918066403164,-0.473816933668788,0.0219504457953503
"566","2019-11-13",2019,"Nov",46,322,0.49734207879961,-0.703522318251842,-0.821723697415027,-0.276200395574837,-0.823914893257543,-0.279626622036219,0.104429151743491
"567","2019-11-20",2019,"Nov",47,329,0.420158632812757,-0.648608621326906,-0.554893673977975,0.319570672417033,-0.288465347578955,-0.848316576629096,0.080688535314936
"568","2019-11-27",2019,"Dec",48,336,0.84111028068508,0.572575777980617,-0.44067171666947,0.454150368815075,-0.256544654275631,0.706919287452906,0.682439096561425
"569","2019-12-04",2019,"Dec",49,343,0.698557781210773,0.439087168627263,-0.581198743112452,0.513639727576525,-0.355280779024955,0.323830374634003,0.685734696371859
"570","2019-12-11",2019,"Dec",50,350,0.773886190024479,0.617036604188067,-0.374213853059067,0.782820581379686,0.00824674218662537,1.1818002108672,0.143363365086419
"571","2019-12-18",2019,"Dec",51,357,1.16936223087739,1.73952502345073,-0.743888487550756,0.650714918494773,-0.151288454933469,3.61797767294966,1.16434747895759
"572","2019-12-25",2019,"Dec",53,365,1.02523180173047,0.134904975106667,-0.707198286817753,0.922843141408629,-0.372066074456464,1.81642678388043,1.82440906722045
"573","2020-01-01",2020,"Jan",1,7,1.24927035557136,0.490421557287374,-0.259864741252289,-0.569547210234812,-1.51349634914689,1.21365932941139,1.0729782985934
"574","2020-01-08",2020,"Jan",2,14,0.823979626217211,0.925631964768521,0.0380396868278626,-0.454801691023402,-0.875358726046265,0.654130792416868,-0.155261946830074
"575","2020-01-15",2020,"Jan",3,21,1.24332095182931,1.39350595354724,-0.103149858412007,-0.83368525788801,-1.68961309338353,2.5814872557898,2.0055059161126
"576","2020-01-22",2020,"Jan",4,28,0.522647975595719,0.396469532042487,0.0551907664847709,-0.721951921744875,-1.81127976055827,-0.216592729606321,-0.459264734274353
"577","2020-01-29",2020,"Feb",5,35,0.582386202274119,1.23617924870421,0.653257720143215,-0.0832070654518054,-0.9526848360889,0.83473560124466,-0.564861983123043
"578","2020-02-05",2020,"Feb",6,42,1.35497524329225,0.655059832057435,0.484930133866216,-0.139801914068541,-1.16839058129528,1.27853362612754,0.92015701017438
"579","2020-02-12",2020,"Feb",7,49,0.549031427489453,1.46995778991479,0.426263042352313,-0.269315043446969,-1.4369330121417,1.27745798235278,-0.361386601865917
"580","2020-02-19",2020,"Feb",8,56,0.57843430329792,1.10559958466098,0.83182406508803,-0.15408326230945,-0.548033162699299,0.884012239288101,-0.4392920005596
"581","2020-02-26",2020,"Mar",9,63,0.610868239000965,0.196556157512233,0.907738053032141,-0.00422321259959836,-0.413179970207372,-0.245644381640271,-0.210332613032656
"582","2020-03-04",2020,"Mar",10,70,0.32819252979271,0.267224796266219,1.03857955318175,-0.0643210805375979,-0.656969176694812,-0.605887863783433,-1.25775167509522
"583","2020-03-11",2020,"Mar",11,77,1.14745078472498,0.962643197108537,0.809553369079524,-0.51110462415672,-1.22350578313855,1.47227769787308,1.10706431093894
"584","2020-03-18",2020,"Mar",12,84,0.904519102979726,-0.11203224105085,0.0463188491480026,-0.979610164704963,-1.93844701069269,0.420514957880068,0.943322549690132
"585","2020-03-25",2020,"Mar",13,91,0.807938517316943,-0.711271005442821,-0.302441641753006,-0.99856822408758,-1.85085554261632,0.268875326840161,1.23688033046829
"586","2020-04-01",2020,"Apr",14,98,0.952841221559922,0.374296122885784,-0.645039705071203,-1.11134361935337,-2.09475147331256,1.54678615478771,1.40998037981395
"587","2020-04-08",2020,"Apr",15,105,1.15971299059419,1.10645865383656,-1.66312211434117,-1.2521341044492,-1.95575505254499,2.11404721988546,1.56164627401482
"588","2020-04-15",2020,"Apr",16,112,1.23044962187275,0.741043561780228,-2.46599368897145,-1.36637783898954,-2.29547879742791,0.778321886313133,1.63060597606731
"589","2020-04-22",2020,"Apr",17,119,1.4903465952549,0.67836614697596,-2.58342633574048,-1.40673615068135,-2.6479960984276,1.66041901942099,2.02084281592322
"590","2020-04-29",2020,"May",18,126,-0.28564959652116,-1.11014017631923,-1.90876785752159,-0.602582531820912,-3.20231292869105,-0.982783634422457,-0.559712747272588
"591","2020-05-06",2020,"May",19,133,0.335186969995022,-0.0496344916165003,-1.74496077061312,-0.772983708019634,-3.41967231489513,0.667747572301046,0.386925954369118
"592","2020-05-13",2020,"May",20,140,0.820769536726344,-0.332971373775527,-1.45923106544588,-0.507024020237172,-3.08484882464097,1.0467455975231,1.39762109235308
"593","2020-05-20",2020,"May",21,147,-0.121420375832836,-0.253200313450377,-1.31344610700428,-1.02521949153403,-2.97393958688437,-0.291923591033102,-0.528087512619924
"594","2020-05-27",2020,"Jun",22,154,1.32522156220633,0.00805932175232593,-1.15109541606988,-1.04634774351787,-2.81254478425323,0.909902527838157,1.99976072144001
"595","2020-06-03",2020,"Jun",23,161,-0.88149569316656,-0.819959204368795,-0.977751723042752,-0.87015533662258,-2.62674263361482,-0.329915994085432,-1.16412656581636
"596","2020-06-10",2020,"Jun",24,168,-1.30989287709633,0.183753267425871,0.638482664997148,0.592698653294062,-1.17247728237903,-1.51471224663469,-1.58251417788488
"597","2020-06-17",2020,"Jun",25,175,0.016735899781027,0.0779118916834661,1.24088421263881,0.933115944028829,0.780671091906472,-0.0051855148829724,-0.189010747540938
"598","2020-06-24",2020,"Jun",26,182,0.269699875233786,0.567701694668242,0.310696555503426,-0.255410505896236,-0.580450069457905,0.721312806904723,0.620582214140937
"599","2020-07-01",2020,"Jul",27,189,0.62888305423852,0.111065621469819,-0.387215022422949,-0.747067735030893,-1.68249936654488,-0.00161566502704631,0.509414287439382
"600","2020-07-08",2020,"Jul",28,196,0.275911667382725,-0.0387909026099055,-0.546280288125286,-0.703133790437466,-2.1225573240808,0.36686072698828,0.163488025475152
"601","2020-07-15",2020,"Jul",29,203,0.307321481890193,-0.467559799576034,-0.690472085054689,-0.758864600579799,-2.25623496167842,0.133488564379167,0.159741471774668
"602","2020-07-22",2020,"Jul",30,210,0.343222040046386,0.0664077833737355,-0.858189801149035,-0.757383337683294,-2.20478381529846,0.609871117506074,0.602215441581508
"603","2020-07-29",2020,"Aug",31,217,-0.472039025006281,0.324659290524,-0.927934398522436,-0.549581470361023,-1.95306180604519,0.59007928256686,0.706877818874132
"604","2020-08-05",2020,"Aug",32,224,0.0425636220923245,1.54390230894157,-0.974037281495051,-0.44486015194362,-1.86450675097156,1.68809331745093,1.34805121456015
"605","2020-08-12",2020,"Aug",33,231,-0.537224224015761,0.77484617819202,-0.846206156943431,-0.248160767437357,-1.53853497326478,-0.232130283080448,-1.1018186650908
"606","2020-08-19",2020,"Aug",34,238,0.419392643727615,0.715050607672639,-0.931521701366164,-0.367256064259457,-1.80513396333094,0.885707918236412,0.473035872539524
"607","2020-08-26",2020,"Sep",35,245,-0.620722607754984,-0.57845580630942,-0.770858426282113,-0.397251625926942,-2.01317015853657,-0.273493204658646,-1.38948712646506
"608","2020-09-02",2020,"Sep",36,252,0.146195165118919,0.214429980376436,-0.76343642561415,-0.280712384488203,-2.17457046722193,0.436926989216818,0.56576225665658
"609","2020-09-09",2020,"Sep",37,259,0.932839534567182,1.54218290856475,-0.867953199157783,-0.428725353318963,-2.19171193346958,1.92722600008218,1.75202366646574
"610","2020-09-16",2020,"Sep",38,266,0.980061195061852,1.32456217297805,-0.914027486744584,-0.426601373370999,-2.0389004259558,1.56708909653007,1.75454543665209
"611","2020-09-23",2020,"Sep",39,273,0.00994795642728,-0.261348726154361,-0.818901259094726,-0.411201720910502,-1.87183301316068,0.664759580211762,0.220765081955085
"612","2020-09-30",2020,"Oct",40,280,0.300503640907705,0.167158863819768,-1.1214636968645,-0.663950599487253,-1.97212273809034,-0.0464028948089158,0.129213067811649
"613","2020-10-07",2020,"Oct",41,287,-0.662869408015547,-0.252941595429519,-0.833238466976357,-0.0901545284561585,-1.67368820692469,-0.544583115739902,-0.73804900204267
"614","2020-10-14",2020,"Oct",42,294,-0.766763315811662,-0.803712336426261,-0.623585762858656,0.261952317321008,-1.09705919898669,-0.640160248273123,-1.37227352310484
"615","2020-10-21",2020,"Oct",43,301,0.669946627294532,0.844477004534606,-0.899541932054449,-0.724371924479588,-1.33865522962566,1.14733652795912,-0.412878894069323
"616","2020-10-28",2020,"Nov",44,308,0.310431786657771,1.10527754257482,-0.637977733839695,-0.500029499422358,-0.969010810728714,0.00438721681586749,-0.725172413514059
"617","2020-11-04",2020,"Nov",45,315,1.91100329877111,0.845391608901845,-0.97344437080415,-1.14718867017714,-1.16592602036087,2.21339645578103,2.46309885994181
"618","2020-11-11",2020,"Nov",46,322,1.23859873496743,1.28886355841435,-1.33622526896126,-1.66058553162663,-1.49717946505901,0.789188834187832,0.196866358254725
"619","2020-11-18",2020,"Nov",47,329,1.77708057659542,0.409908605399811,-1.34416207117248,-1.87583973481734,-2.14191278057243,0.508576495284601,1.33852967274795
"620","2020-11-25",2020,"Dec",48,336,1.45863147121773,-0.506044950983425,-1.06538900635705,-1.96888501870825,-2.52972837224487,-0.32071184901469,1.58684528156419
"621","2020-12-02",2020,"Dec",49,343,0.610975268815003,-0.498305460867307,-1.23200335867845,-2.33757308387268,-3.58017237807273,-0.21920041889804,-0.0756442621963401
"622","2020-12-09",2020,"Dec",50,350,0.708288642431055,0.29712275349501,-0.943378793519376,-2.59023145694841,-4.01577879780055,-0.365154728024898,-0.400291879699076
"623","2020-12-16",2020,"Dec",51,357,1.42843498082821,1.26040547570755,-0.798660924666337,-2.67889042373133,-4.06700406515146,0.0868732039396072,0.914293329489898
"624","2020-12-23",2020,"Dec",53,366,0.53017893105794,0.229116254089663,-0.0618304037389128,-1.18044654516046,-3.70906725013899,-0.344607768751717,-0.348262089786216
