"","date","year","month","week","doy","gpp_z_scores","temp_z_scores","sm1_z_scores","sm2_z_scores","sm3_z_scores","vpd_z_scores","swr_z_scores"
"18","2000-05-05",2000,"May",18,126,0.945913062926727,1.48957126490928,1.0460181854335,0.272646334446938,0.629908000075428,0.119595194147248,0.260796074456121
"19","2000-05-12",2000,"May",19,133,0.51352073293559,1.3616151951582,0.770742347500733,0.0915362119356843,0.563221729844933,0.867181617868393,0.962125665897369
"20","2000-05-19",2000,"May",20,140,0.26006102022055,1.60297331367905,0.277261430189554,-0.583898340649277,0.63931584527275,2.47790092559476,1.34891372954028
"21","2000-05-26",2000,"May",21,147,-0.241749185953412,-0.932821449389182,0.764559767226885,-0.159955407482583,0.605408324505887,-1.26222442226599,-0.660515231060929
"22","2000-06-02",2000,"Jun",22,154,0.60682415857079,-0.551872203618747,0.968752029227273,0.256766515530532,0.597926638402708,-0.311553039895117,-0.166532020918922
"23","2000-06-09",2000,"Jun",23,161,0.923447203872718,0.0896966283059572,1.23943554819215,0.725672188828439,0.941362493965423,-0.931976771213801,-0.262363320640205
"24","2000-06-16",2000,"Jun",24,168,1.34453369571172,0.75306069060903,1.35897033195952,1.07487242113283,1.35870486845604,0.270582445985267,0.526759389286139
"25","2000-06-23",2000,"Jun",25,175,0.142600584765366,1.32871053816976,0.904016245480407,0.295787709123865,1.25376828301318,2.67933334071851,1.27701835779967
"26","2000-06-30",2000,"Jun",26,182,-0.194355510894345,-2.05398606009812,0.35455253193485,-0.459010059377469,1.26534491161065,-0.953091567189503,-0.605667490691525
"27","2000-07-07",2000,"Jul",27,189,-1.43225949974056,-0.797208886655568,1.27076054501794,0.830903788734696,1.42786083692293,-1.33355821459695,-1.78896805564791
"28","2000-07-14",2000,"Jul",28,196,-0.61412970505841,-1.9590758989019,1.47360775350383,1.55455364347716,1.48804595100891,-1.29240281367548,-1.42561961548321
"29","2000-07-21",2000,"Jul",29,203,-0.27927760269485,-1.90426598474243,1.4161727829979,1.47799068112523,1.41837058560674,-1.29740860695082,-1.40036181865808
"30","2000-07-28",2000,"Jul",30,210,-0.0539937347167691,-1.24566805877038,1.00396366456756,0.595519740724386,1.16384524106945,-1.27858825306252,-1.30863098126263
"31","2000-08-04",2000,"Aug",31,217,0.816324490102752,-0.889208112448015,1.00953772352158,0.20014413651995,1.3222597717382,-0.892382778594351,-0.154615948577601
"32","2000-08-11",2000,"Aug",32,224,1.04364855655976,-0.386419463351106,0.548004863629884,-0.303865584787008,1.41654259524922,-0.539854742443411,-0.101033441428788
"33","2000-08-18",2000,"Aug",33,231,1.05249884869107,1.45253971167122,0.0360738985444879,-0.64196291961195,1.06499204449212,0.749172691075909,1.08495251522189
"34","2000-08-25",2000,"Aug",34,238,1.10254227276702,-0.350289538590205,0.583505382797326,-0.716831283264553,1.0402883066434,-0.662431381268637,0.149725400765403
"35","2000-09-01",2000,"Sep",35,245,1.19217420138307,0.0140480968289357,0.557872972374592,-0.73323144262922,1.09085252975099,-0.184689378402725,0.647022173347964
"36","2000-09-08",2000,"Sep",36,252,-0.455803071189648,-1.35828054182922,1.6435142761484,-0.410862596585033,1.02067127702935,-1.23097434291236,-1.45357587714332
"37","2000-09-15",2000,"Sep",37,259,1.10639239191439,0.68879151626989,1.17436847571709,-0.498836121811045,0.889261839989788,-0.146215931791484,0.402619331837749
"38","2000-09-22",2000,"Sep",38,266,-0.686012270475144,-0.794976262166165,1.23876968173621,-0.459579690890486,0.881026351265629,-1.09908469062154,-1.62734836623503
"39","2000-09-29",2000,"Sep",39,273,1.3025912393237,0.555963079179248,1.21172973388512,-0.500331809714683,1.21692121339621,-0.26163480035795,0.695544358686002
"40","2000-10-06",2000,"Oct",40,280,1.34392238313863,0.630140459857465,0.422777045662888,-0.811072290463878,0.860691625825099,0.0483943736465971,0.539427112756554
"41","2000-10-13",2000,"Oct",41,287,-0.615890484590153,-0.458700963589121,1.08660596177499,-0.67836240814953,0.394795367396199,-0.29629460808517,-0.767915743482146
"42","2000-10-20",2000,"Oct",42,294,-0.334428490443687,0.409571625635032,0.758000646320133,0.145434094971263,0.242758775673627,-0.266002247181252,-0.530617284277698
"43","2000-10-27",2000,"Oct",43,301,0.737055243552152,0.656585999741929,0.696365980527592,0.30494062312762,0.14608798040728,0.66839867374259,0.847581206540012
"44","2000-11-03",2000,"Nov",44,308,-0.912225861086618,0.235545501681878,1.24924695665205,1.02503958980825,0.0573574858775535,0.375489143499389,-0.853547122807397
"45","2000-11-10",2000,"Nov",45,315,-0.634033345669217,-0.104671436817215,1.07657454838639,0.780005995155413,0.604749236794555,0.430104296108426,0.328803386430716
"46","2000-11-17",2000,"Nov",46,322,-0.795397616564252,0.391694070801347,0.920467960464467,0.604410339907096,0.63079159410903,0.931083609695149,0.312997484977727
"47","2000-11-24",2000,"Nov",47,329,-0.727456606445591,0.316191824253838,0.799539070532635,0.515875052768209,0.479481935390575,0.515937930345584,0.741465453383337
"48","2000-12-01",2000,"Dec",48,336,-0.7617892344303,1.27344118006749,0.803377118656635,0.519341508690793,0.45884166245933,0.690790264881225,0.821556609252897
"49","2000-12-08",2000,"Dec",49,343,-0.755703861199907,1.51422834030398,0.730434058926941,0.427390680476468,0.357393397655298,1.2349807338131,1.45357031049455
"50","2000-12-15",2000,"Dec",50,350,-0.927851757186075,1.98886600606478,0.993039709154383,0.843128893040608,0.30155014613648,2.58679053503346,0.57478869660807
"51","2000-12-22",2000,"Dec",51,357,-0.923542448609407,-1.12889815808765,1.05748425081926,0.969175353938325,0.291384093310641,-0.450940772410264,0.11749039476565
"52","2000-12-29",2000,"Dec",53,366,-0.905367321782506,-0.745340855809881,0.796144300752681,0.781576837994564,0.199153327371767,-0.517332327912412,0.628267915042901
"53","2001-01-05",2001,"Jan",1,7,-0.91852761255733,0.979981018881842,1.06532238676663,1.12508114796404,0.10074248661587,1.90824988314314,-0.110423035259742
"54","2001-01-12",2001,"Jan",2,14,-0.897186984890249,-0.789434944074647,0.682033194861028,0.850547024751843,-0.113574263335557,-0.83974171004106,-0.332512117167592
"55","2001-01-19",2001,"Jan",3,21,-0.897387505870262,-1.02639322465609,0.373494137179353,0.407085017944575,-0.166449117472296,-0.306497230364425,0.538140772908206
"56","2001-01-26",2001,"Jan",4,28,-0.861916036730163,1.11661967421557,0.904826323962276,1.16349445830039,0.0474269534720361,0.668028157672861,0.104263873289513
"57","2001-02-02",2001,"Feb",5,35,-0.941126618177421,-0.493170721398155,0.812995484522294,0.881143605819644,-0.0274276250172904,-0.608426104567246,-0.452365609734686
"58","2001-02-09",2001,"Feb",6,42,-1.01691468651219,1.33748998607409,0.750947968343318,0.852402168849779,0.226249406998712,1.72223930700973,0.373937854079444
"59","2001-02-16",2001,"Feb",7,49,-0.885466445480069,1.23590307044992,0.675180737709768,0.815616088295781,-0.00435654795768825,0.887076084564962,1.01747863683205
"60","2001-02-23",2001,"Feb",8,56,-0.924763554531483,-0.548761300048303,0.932306907418933,1.08587375437073,0.131813785110918,-0.425509943181103,-0.338881569955094
"61","2001-03-02",2001,"Mar",9,63,-1.00072001707608,-0.735469352930127,0.505856784810398,0.638560424721454,-0.31936818012715,-0.559799984934453,-0.0260479629077705
"62","2001-03-09",2001,"Mar",10,70,-0.989229652243806,0.216941023325536,1.00795636772617,1.00731688488007,0.0452537051060639,-0.89712072474493,-0.674913442173332
"63","2001-03-16",2001,"Mar",11,77,-0.994815186851443,0.0692917083909066,1.08070044157324,1.25266739842505,0.22527340968343,-1.06453095156215,-1.62877985669754
"64","2001-03-23",2001,"Mar",12,84,-1.04153105760978,-0.581404983662233,1.20303091793303,1.26649432807241,0.863498945488563,-1.28387182555678,-1.64334259204307
"65","2001-03-30",2001,"Apr",13,91,-0.950648079437853,-0.811361439533196,1.01414893930105,1.02504895885709,0.107056830068509,-0.65610820323276,-0.889562443342361
"66","2001-04-06",2001,"Apr",14,98,-1.02337103129857,0.363672399759421,1.2636528008545,1.20935437283351,0.246989888145107,0.181274712321994,-0.624593227697927
"67","2001-04-13",2001,"Apr",15,105,-1.01124844642058,-1.24602413438389,1.1531999771678,1.41874596431113,0.192611889581917,-1.09473892880819,-0.461374133088222
"68","2001-04-20",2001,"Apr",16,112,-1.76791711442296,-2.06420329373616,1.27772217193883,1.65881649430235,0.400416785654161,-1.50869005104289,-1.92394269947622
"69","2001-04-27",2001,"Apr",17,119,-1.03196653962569,-0.835080870298082,1.33556516531295,1.86501985737441,0.577714096265542,-0.957018839703497,-1.24370113138462
"70","2001-05-04",2001,"May",18,126,-0.106000737981224,0.634570784908815,1.1697134064368,1.64681021300884,0.571429129824784,-0.337564699623232,-0.299291811288863
"71","2001-05-11",2001,"May",19,133,0.221583624611563,0.14576688976206,1.17838824506721,1.64533416454347,0.515194793401725,0.12768715333651,0.69892628097367
"72","2001-05-18",2001,"May",20,140,-0.0290949197355352,0.393324951682368,0.932152316359255,1.36069488571875,0.582125550782483,0.0225552149778446,-0.104436335611134
"73","2001-05-25",2001,"May",21,147,0.923182193149704,0.343954599286099,0.646315856925295,0.908863394383676,0.59570401882091,1.09370059638626,1.4690945175104
"74","2001-06-01",2001,"Jun",22,154,-1.18642889758808,-0.618028218866289,0.382829832608923,0.138970646467497,0.344318963248125,-0.666665195687398,-0.913965497544811
"75","2001-06-08",2001,"Jun",23,161,-1.56986418001237,-1.59927002645736,1.27595115838606,1.16235080122713,0.769764698857112,-1.54388884165571,-1.60255531971019
"76","2001-06-15",2001,"Jun",24,168,0.814932097964024,-0.933946989650058,1.41103823259335,1.25083444697483,1.17533334088375,-0.492366926865539,0.219441624356848
"77","2001-06-22",2001,"Jun",25,175,-0.479478424421422,-1.30531801400009,1.74060389570193,1.66757901544599,1.23247718741506,-0.799380105179819,-0.946908704146609
"78","2001-06-29",2001,"Jul",26,182,0.720645325637943,0.702346421811538,1.28008644183171,0.5765382723547,1.18322880217388,0.110212886626058,0.458682711840786
"79","2001-07-06",2001,"Jul",27,189,1.74666449769545,0.166993150712413,0.752757575370568,-0.328116385553086,0.813451289966802,-0.100905947149904,0.652348887361255
"80","2001-07-13",2001,"Jul",28,196,0.401157295645889,-0.525165673356994,1.19622593776751,-0.0102017031791058,0.531500271886437,-0.624485684711822,-0.426145623600281
"81","2001-07-20",2001,"Jul",29,203,1.01352843446767,-1.02585769632091,1.5449163443628,0.881493283469539,1.2326849659474,-0.813624366859989,0.22540428001646
"82","2001-07-27",2001,"Jul",30,210,0.945146468953621,0.833690819117572,0.533338169045863,-0.32317038357387,0.710243273620052,0.844565662058309,1.55435349126132
"83","2001-08-03",2001,"Aug",31,217,0.822294578007725,-0.00624951217079866,-0.0519116833407574,-0.673614588037155,0.467881202988555,-0.338810109474072,-0.10415123740363
"84","2001-08-10",2001,"Aug",32,224,0.539511600794752,-0.975496915754973,-0.0830899536984161,-0.597742194376153,0.524987876823362,-0.751504711124575,-0.758958069637818
"85","2001-08-17",2001,"Aug",33,231,0.62474525259941,1.50223763001828,-0.330483481254104,-0.669811454313882,0.380016217835132,1.11985156789412,0.580227785640696
"86","2001-08-24",2001,"Aug",34,238,-0.10582421815048,1.25384164350866,-0.37128071542836,-0.81632020278352,0.398450717247907,0.967793856042256,0.285377951589035
"87","2001-08-31",2001,"Sep",35,245,0.0103040930922607,-0.258302377144344,-0.614932938184415,-0.998357015184918,0.386204037813735,-0.24415638298137,0.0312689020883044
"88","2001-09-07",2001,"Sep",36,252,-0.958789505215647,-1.70395335984151,0.419692234756449,-0.883898520222655,0.511524669280585,-1.57650489369044,-1.99421664675124
"89","2001-09-14",2001,"Sep",37,259,-1.50626262139129,-1.75363060245479,1.54652700868371,-0.561701866964144,0.927535710537172,-1.18271152289816,-1.76696658590269
"90","2001-09-21",2001,"Sep",38,266,-0.210297562209787,-1.18437257862339,1.50014065686167,0.129278095236061,1.11789873311314,-0.891867833878796,-0.929781416854833
"91","2001-09-28",2001,"Sep",39,273,-0.573387121560463,-0.264885016907748,1.34991151507249,0.286043299233334,1.12225051925812,-0.804346568938279,-0.82870455708656
"92","2001-10-05",2001,"Oct",40,280,-0.207562618904124,1.2599244845722,1.41293821863781,0.46050584105614,0.875075809968473,0.101927050272594,-0.524375137037079
"93","2001-10-12",2001,"Oct",41,287,0.79758233961303,1.35868991343274,0.775463348141533,-0.151158251944151,0.450620184058725,1.31629270462332,0.703831783609312
"94","2001-10-19",2001,"Oct",42,294,0.24165373929085,0.592106677691108,0.144435661210399,-0.607866129009782,0.256067469955969,-0.44798205171538,0.346863104756913
"95","2001-10-26",2001,"Oct",43,301,-0.970236449563216,0.259100811147461,0.197486235303024,-0.794236757726947,0.137667914200515,-0.857794843390906,-0.48268149010921
"96","2001-11-02",2001,"Nov",44,308,-0.255677026168521,0.249735478202359,0.0974384624856658,-0.870497861298343,-0.0412950945890737,0.169528445204488,0.764141650675984
"97","2001-11-09",2001,"Nov",45,315,-0.690140883954285,-1.07565684407911,0.490415982634194,-0.470735722669385,0.247903570913165,-0.235794646321707,-0.0781928678190113
"98","2001-11-16",2001,"Nov",46,322,-0.704919522774277,-0.869120274392245,0.755833267294571,-0.100016799670022,0.611702636507373,-0.484531649527184,1.09848537948139
"99","2001-11-23",2001,"Nov",47,329,-0.947991105335638,-0.585381407660208,0.672332122007909,-0.0704619661529738,0.431673623382649,-0.528693173676231,-0.33500003660593
"100","2001-11-30",2001,"Dec",48,336,-1.10758579978085,0.437742624436287,0.831647207929522,0.184613853961401,0.468927996376106,-0.961823902594614,-1.64859176213617
"101","2001-12-07",2001,"Dec",49,343,-1.01878301619091,-0.12629239734198,0.82440658749978,0.0207335991781948,0.370929505394969,-0.816599251936696,-1.33337813878419
"102","2001-12-14",2001,"Dec",50,350,-0.952743383240162,-1.24575859213896,0.662590364746861,-0.332835925095184,0.219688987616551,-0.0554479291332128,0.507321804043549
"103","2001-12-21",2001,"Dec",51,357,-0.900720470668541,-0.859825172728199,0.54184411717909,-0.460890933090807,0.107203558631272,-0.344646824019739,0.192716176041909
"104","2001-12-28",2001,"Dec",53,365,-0.920154476053721,-0.895200437024378,0.618956694004652,-0.655584855247655,-0.00498701716382166,-0.0813857995874583,-0.121041899624821
"105","2002-01-04",2002,"Jan",1,7,-0.839819768592306,-1.13815053840654,NA,NA,NA,0.437438557936852,2.12157352325914
"106","2002-01-11",2002,"Jan",2,14,-0.861533298730374,-1.0183989868027,0.522517480104022,-0.821506828619334,-0.514471921682764,-0.933073240808629,0.126621021187396
"107","2002-01-18",2002,"Jan",3,21,-0.925471720458847,-0.452826000892889,0.68409795094525,-0.67308927023758,-0.391290796292796,-1.064459331791,-1.36463896658966
"108","2002-01-25",2002,"Jan",4,28,-0.868266407479964,1.8751705442124,1.11801802987689,0.0580758244847046,2.47850905796647,2.41258139147553,-0.266110406269702
"109","2002-02-01",2002,"Feb",5,35,-0.901307950905061,2.13378929354441,0.614969546756301,-0.269236991536133,0.567513652155903,3.76749342125723,2.57958082341057
"110","2002-02-08",2002,"Feb",6,42,-1.04604015942656,1.06705773641725,0.471109202285807,-0.222681135279977,-0.464062247167191,0.478907968091603,-1.21045317077338
"111","2002-02-15",2002,"Feb",7,49,-0.886987288328845,0.64631140705117,0.575351043775514,-0.165949997813322,-0.237603731795005,0.278412889885321,0.650317528450294
"112","2002-02-22",2002,"Feb",8,56,-0.927886641665434,-0.0102956624231104,0.928044891101981,-0.0510123205660011,0.132057721241896,-0.657707529641695,-1.29802563446823
"113","2002-03-01",2002,"Mar",9,63,-1.00842543986458,0.339414845610486,0.668226540324822,-0.0320558330453168,0.0013921667750971,0.297096552738187,-0.608009105949034
"114","2002-03-08",2002,"Mar",10,70,-0.970784775507817,0.870457866852543,0.605539267792653,-0.0788542274582128,-0.354949260895212,1.40019355458441,0.853802969941255
"115","2002-03-15",2002,"Mar",11,77,-0.968531520394289,0.380871873638598,0.898571849425894,0.389424354414051,-0.00635148108979101,0.499172668952277,0.115938294456119
"116","2002-03-22",2002,"Mar",12,84,-1.05920674121253,-0.345559621889169,0.969619603576335,0.514214610718192,0.0484362935590089,-0.747489620048007,-1.60023890710937
"117","2002-03-29",2002,"Apr",13,91,-0.843742396942909,0.0507313504422834,0.43927607878307,0.0763206428759714,-0.579094957893865,0.972840080784919,1.15562964464152
"118","2002-04-05",2002,"Apr",14,98,-0.858344636780024,-0.425567418305787,0.341754068245216,0.0136648828862782,-0.538753910960843,0.276213054660354,1.69620538152751
"119","2002-04-12",2002,"Apr",15,105,-1.26947051071943,-1.13582320203856,0.560627847249888,0.486582557633408,-0.370522594832709,-1.12440403663595,-1.46064137552332
"120","2002-04-19",2002,"Apr",16,112,-1.14749483362855,-0.696034730995143,1.14175640161023,1.31695345142198,0.0612073534565799,-1.02191533277717,-1.09889255172989
"121","2002-04-26",2002,"Apr",17,119,-1.61965618382528,-0.835080870298082,1.3557977258113,1.79899324962962,0.35842419742551,-1.32497611960454,-1.83627563049478
"122","2002-05-03",2002,"May",18,126,-2.1402419499178,-1.40171459442284,1.48266693579473,1.74890306828493,0.798178516288178,-1.62159215144122,-2.24098271255312
"123","2002-05-10",2002,"May",19,133,-0.633306987391985,0.313388694972007,1.33444187202785,1.60363706229482,0.238845625129978,-0.837185745954092,-0.62528502946805
"124","2002-05-17",2002,"May",20,140,-0.154168158476953,1.01787778723333,1.19154293132415,1.43199465037055,0.294041984019173,0.440693868951088,0.809317277550078
"125","2002-05-24",2002,"May",21,147,-0.835647822095897,-0.00663045010672179,1.01989776465867,1.49465877451099,0.327852067988199,-0.57253080697161,-0.74272021955522
"126","2002-05-31",2002,"Jun",22,154,1.31973286553231,-0.324587734056695,1.07519217339913,1.49202865418157,0.556437386310942,-0.112126770733931,1.14591890303259
"127","2002-06-07",2002,"Jun",23,161,-1.67498800423787,-0.265507127435778,1.13676706538716,1.53165075002051,0.654275224817914,-0.868146781731407,-1.7067023258246
"128","2002-06-14",2002,"Jun",24,168,-1.22545552034249,0.365525653758261,1.52753236065447,1.79711158506545,1.0180562512054,-0.353508953032583,-1.53115641118175
"129","2002-06-21",2002,"Jun",25,175,-0.581424297688806,0.842598467836487,0.888426636144145,0.714439457782984,0.531587890699808,-0.0733944107905097,-0.953624690328107
"130","2002-06-28",2002,"Jul",26,182,0.671797617446327,-0.67490042872237,0.221580146184588,-0.282700750784852,0.0891069147414143,-0.0364043395220856,0.261270673710857
"131","2002-07-05",2002,"Jul",27,189,-0.304928557771916,-0.798161655467182,-0.174307728983387,-0.626128940698145,0.0824388867572731,-0.386349555444295,-0.845838695352624
"132","2002-07-12",2002,"Jul",28,196,0.296249600791341,0.397696963152857,-0.0769170914105747,-0.488403648390977,0.0718337545252469,-0.0355549495120388,-0.45242916324117
"133","2002-07-19",2002,"Jul",29,203,-0.809133625333963,-1.32716991854916,0.831784562529195,0.493191450131854,0.806383369313185,-1.0950518046916,-1.86773316806832
"134","2002-07-26",2002,"Jul",30,210,0.379177145757167,-0.62993746967165,0.187453435099696,-0.332352579828122,0.495294956591577,-0.44051803221497,-0.588615650666057
"135","2002-08-02",2002,"Aug",31,217,0.443382497996815,0.219005267104479,-0.186808677449834,-0.449724768585151,0.248513587222637,-0.267349860944724,-0.605589616074467
"136","2002-08-09",2002,"Aug",32,224,-0.220198488156113,-0.754808051353544,0.607623871543218,0.64641852792328,0.239432682964052,-0.921777597731075,-1.6513288170455
"137","2002-08-16",2002,"Aug",33,231,0.912626018487408,0.56304118732183,0.692803669916634,0.315712381553535,0.407369997310462,0.011695578947228,0.408511495910744
"138","2002-08-23",2002,"Aug",34,238,0.982094991656001,0.490062552244786,0.227786719194522,-0.236701947018554,0.595630499535579,-0.453033153744249,0.150586489471381
"139","2002-08-30",2002,"Sep",35,245,0.933914195405161,0.542625896716319,0.128134578345549,-0.00973238541682667,0.894031321016857,-0.175594963682771,0.546145556081404
"140","2002-09-06",2002,"Sep",36,252,1.19822373941088,0.814633888716804,-0.153754165954942,-0.236714025242648,0.261306609290818,0.56487386207112,1.1248076202389
"141","2002-09-13",2002,"Sep",37,259,0.452151190735004,-0.526711239465065,-0.19318620085044,-0.0248604164017906,-0.115167869496544,-0.507008041872909,-0.0336287084712666
"142","2002-09-20",2002,"Sep",38,266,-0.758343266142494,-1.05601284884062,-0.357652855724895,-0.364106157405797,-0.172026706972399,-0.772736951287682,-1.56951261489398
"143","2002-09-27",2002,"Sep",39,273,0.559686978247184,-1.43989798996173,-0.0157110402685949,0.180693890300429,-0.147840184486897,-0.406160464298448,0.392597886872071
"144","2002-10-04",2002,"Oct",40,280,0.175552415806268,-0.870758762976919,-0.161475881901273,-0.159280529474252,-0.250237877838063,-0.0171044306957948,-0.118522305026593
"145","2002-10-11",2002,"Oct",41,287,-1.09114220326217,-1.6001540952762,0.260728250333821,0.553957826911604,-0.297878262307271,-0.732251677296877,-0.966378640536036
"146","2002-10-18",2002,"Oct",42,294,-0.935600127712022,-0.490829043292385,0.689370496734683,1.14949858826757,0.463535368816702,-0.569914329484882,-1.00297571558167
"147","2002-10-25",2002,"Oct",43,301,-1.55965758878933,0.0664546154482817,0.93355656635189,1.28893324596619,1.06160408787308,0.307264456681898,-0.889182602215862
"148","2002-11-01",2002,"Nov",44,308,-1.25179764821887,-0.708939335520936,0.978910256726478,1.36649532775982,0.952444869471273,-0.94360935348844,-1.30739705109175
"149","2002-11-08",2002,"Nov",45,315,-0.519255097807054,-1.45497247604009,0.863289528933075,1.39992801024323,0.806988555175513,-0.560575458101992,0.372309781651644
"150","2002-11-15",2002,"Nov",46,322,-0.904531265260896,0.95864782095182,0.645395238380519,1.11251232970723,0.661708274885919,0.886057244016262,0.214409735076415
"151","2002-11-22",2002,"Nov",47,329,-0.952093070703081,0.354596502184723,0.475836514888324,0.915108127525108,0.462922693586819,-0.265900897567222,-0.270674677988185
"152","2002-11-29",2002,"Dec",48,336,-1.05258809955875,0.937025787065791,0.556771582041586,1.00988972878527,0.520180370016876,0.329002349936801,-1.16590557751611
"153","2002-12-06",2002,"Dec",49,343,-1.03021210866874,-1.53263224967524,0.522868545786618,1.01898387199509,0.358204805794334,-1.1276441050184,-1.38430446485485
"154","2002-12-13",2002,"Dec",50,350,-1.04561160296227,-2.0578959721629,-0.0608631396021507,0.0312319179270074,0.0941160417466787,-1.02157017767223,-0.589815875021553
"155","2002-12-20",2002,"Dec",51,357,-0.936560720973979,-0.668737682483622,0.54498299751529,0.984697881694344,0.236904221670551,-0.639945154753516,-0.39293295009358
"156","2002-12-27",2002,"Dec",53,365,-0.946743141291272,0.646505915789271,1.10829253412054,1.91898442076609,0.739509509373714,-0.292303520741727,-1.17538789386208
"157","2003-01-03",2003,"Jan",1,7,-0.877497308623585,-0.187013953631593,1.2896548297117,2.0561265947051,2.02320558139164,-0.082069252912103,-0.0139290240218414
"158","2003-01-10",2003,"Jan",2,14,-0.898960952712528,-2.00237580450499,-0.245283899829492,-0.493293218040385,-0.678939492359119,-0.985439189128272,-0.583277140282963
"159","2003-01-17",2003,"Jan",3,21,-0.903901169692363,0.537920404504714,0.560659224299913,1.30076013412433,-0.127203835421778,0.652256274593475,0.274946614990638
"160","2003-01-24",2003,"Jan",4,28,-0.868524825611761,0.912786426999537,0.563472709280871,1.25643885015709,-0.0624441427599373,0.147150388910771,-0.356970455083913
"161","2003-01-31",2003,"Feb",5,35,-0.936679757214035,-0.79529154544693,0.509700601400056,0.92500561336589,-0.0356410315084214,-0.706981186209347,-0.0481213364847792
"162","2003-02-07",2003,"Feb",6,42,-1.03198951515962,-0.897544529766464,0.384536922322618,0.719231921153389,-0.0375959087514408,-1.06537389680301,-0.666801436795544
"163","2003-02-14",2003,"Feb",7,49,-0.901985980477167,-2.12771349544454,0.141562863820114,0.477589465224522,-0.528862650892002,-0.588522815211236,-0.162646199182936
"164","2003-02-21",2003,"Feb",8,56,-0.911075516930592,-0.844917400742159,-0.194054532712523,0.314992524688254,-0.912110887372789,0.110041075203078,1.17985797241612
"165","2003-02-28",2003,"Mar",9,63,-1.00620253131082,0.810214813378834,0.346471770146299,0.92272009732682,-0.352850372026745,1.05527350332463,-0.317229942181838
"166","2003-03-07",2003,"Mar",10,70,-0.99006566358713,0.929868488991363,0.310685561040637,0.819319296274052,-0.24910373846027,0.43761526525157,-0.595674603759669
"167","2003-03-14",2003,"Mar",11,77,-0.953815283724626,-0.459697004996037,0.109948640780426,0.786392140894211,-0.287970960535371,-0.354682643367824,1.39085098332345
"168","2003-03-21",2003,"Mar",12,84,-0.966256937394502,0.477875510167172,-0.26694146840662,0.280917853976107,-1.10855205079747,1.85396373824239,1.71548105266699
"169","2003-03-28",2003,"Apr",13,91,-0.820198058460872,1.07192977773904,-0.318792080985811,0.206678541925228,-0.900933928934633,0.706411082646284,1.25653170324747
"170","2003-04-04",2003,"Apr",14,98,-1.04846474060139,-1.7192627345004,-0.00402148713869296,0.797456895313351,-0.939088991035922,-1.09325405613261,-0.0938880938105185
"171","2003-04-11",2003,"Apr",15,105,-0.522576132076421,-0.317807100957122,-0.0441024939956012,0.534807373864279,-0.952706888009933,0.556178649537426,1.64756254665042
"172","2003-04-18",2003,"Apr",16,112,-0.333244362028586,0.278033417111901,0.180195533542459,0.567093892656157,-0.634467368111378,0.0342925761099734,0.296833215785959
"173","2003-04-25",2003,"Apr",17,119,-0.698548885781479,0.690564236473913,0.219335935201234,0.467332281080241,-0.553971014950947,0.993382965917219,-0.172058523271033
"174","2003-05-02",2003,"May",18,126,-0.461033131153785,1.57491519596228,0.209973768585605,0.723056251422422,-0.434625665232903,1.96716600578711,0.282995255977996
"175","2003-05-09",2003,"May",19,133,-0.222663424295149,0.162292983233464,0.340570181019615,0.948388804442374,-0.133298371063474,-0.447773435341845,-0.326381632275151
"176","2003-05-16",2003,"May",20,140,-0.76648534938662,-0.983735136089242,0.807264723071852,1.16235837571145,0.305475862340095,-0.94603448213204,-0.651321674180953
"177","2003-05-23",2003,"May",21,147,-1.0564892697866,-0.289667789037343,0.706369577351709,0.904798110991293,0.313262824644189,-0.486608117741767,-0.855231250537295
"178","2003-05-30",2003,"Jun",22,154,-0.412589533760301,1.29521997669713,-0.0799667275832702,0.0029671216443104,-0.0344623344744724,1.22517677556053,1.14705343900778
"179","2003-06-06",2003,"Jun",23,161,0.326675025376318,1.50545951907975,-0.290288276651668,-0.475083417592427,-0.473911423491568,1.37583739004974,1.22677783409963
"180","2003-06-13",2003,"Jun",24,168,1.28195890110967,1.23363489305297,-0.111921750673771,-0.333815899088313,-0.90709191188654,0.906818180338539,1.82130297293218
"181","2003-06-20",2003,"Jun",25,175,1.17633690069016,0.131786732599383,-0.68490982861104,-0.64536754275691,-0.953884961187625,-0.0399099169564154,0.181496037530425
"182","2003-06-27",2003,"Jul",26,182,0.918086169381786,0.167720892048232,-1.20876728509495,-1.24222605837879,-1.14751245848616,0.057248430635551,0.387844000637477
"183","2003-07-04",2003,"Jul",27,189,-0.589194520758757,-1.14163481205923,-0.66471919718934,-0.799525698130887,-0.730330686925976,-0.93773800831392,-1.17236532945935
"184","2003-07-11",2003,"Jul",28,196,1.54767649082111,0.416641357450714,-1.04316149628905,-1.24247707731891,-0.881523905642959,0.741974484069972,1.5561932554145
"185","2003-07-18",2003,"Jul",29,203,0.632723165069772,1.16726207265752,-1.0935529838329,-1.33672933916593,-1.1150639782854,1.27450175083708,0.871763382228304
"186","2003-07-25",2003,"Jul",30,210,0.545355707705526,-0.125022778737685,-1.1323944049286,-1.32047116079794,-1.05603120581359,-0.469367741179977,-0.559484179443102
"187","2003-08-01",2003,"Aug",31,217,-0.128699837966579,1.79328031691692,-1.15730028524517,-1.47413432626302,-0.998201215723234,1.79622380909013,1.0240198368824
"188","2003-08-08",2003,"Aug",32,224,-1.44089764666385,2.17887340506575,-1.31832334924379,-1.4945992757669,-1.0356643472698,2.7457574147541,1.81242463529308
