"","date","year","day","doy","mod_gpp_sim","mod_gpp_unc95_sim","mod_lai_sim","mod_lai_unc95_sim","mod_nee_sim","obs_gpp","obs_gpp_unc","obs_lai","obs_lai_unc","obs_nee","obs_nee_unc"
"302",2020-10-14,2020,2114,294,1.42500385315256,1.47347568653083,1.34125488763954,1.39229645235509,-1.22286344591464,0.72933754,1.495869337,0.7,0.25,0.00884472,0.59634885
"303",2020-10-21,2020,2121,301,1.17145653377886,1.23255382168216,0.956688137375597,1.01100598376461,-1.75698607572855,1.419695074,1.402954041,0.14,0.25,0.576579968,0.67197916
"304",2020-10-28,2020,2128,308,0.690730014254988,0.738198190703696,0.660444094758288,0.709335271748134,-2.06200985542233,NA,2.116306013,0.98,0.25,1.465471202,0.629107426
"305",2020-11-04,2020,2135,315,0.797187050266051,0.876219559518857,0.441559997471316,0.484829004164126,-1.72184627988327,NA,2.116306013,0.67,0.25,1.028357388,0.721954874
"306",2020-11-11,2020,2142,322,0.282976490930876,0.317733654131616,0.293267033967317,0.32972464528766,-2.21316298085441,NA,2.116306013,0.7,0.25,0.9982412,0.599328431
"307",2020-11-18,2020,2149,329,0.190831117343912,0.218044304354425,0.190302300733362,0.218108149974528,-2.04807445115844,0.174558548,1.413412942,NA,-9999,0.896989004,0.701047808
"308",2020-11-25,2020,2156,336,0.12120643474611,0.141657348488872,0.123746924694278,0.145247095520648,-1.87888039758209,NA,2.116306013,NA,-9999,0.8631823,0.606545395
"309",2020-12-02,2020,2163,343,0.0507609190444869,0.0609785863403077,0.0816237343412142,0.0979365423621761,-1.93205895793513,0.353760255,1.495869337,NA,-9999,1.171953412,0.637647277
"310",2020-12-09,2020,2170,350,0.0239238753722652,0.0291863929236989,0.0548133287038454,0.0666550770626119,-2.0466059709688,0.471537375,1.316144361,NA,-9999,1.681669351,0.58565463
"311",2020-12-16,2020,2177,357,0.0288865771625941,0.0356158767449376,0.038078307449059,0.0469519983386765,-2.22591224088114,0.197623163,1.33419522,NA,-9999,1.875181762,0.718566681
"312",2020-12-23,2020,2184,366,0.0140930112362428,0.0175684602010535,0.0274650006158108,0.0342116733717377,-2.02492826105304,NA,-9999,NA,-9999,NA,3.145764419
